ID,FLAG,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Quoted Tweet,Reviewer,Review
45-546,REJECT,,https://twitter.com/earlatz21/status/1578485439992037377,123,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@earlatz21,missPR21,Practical Realist. Very patient but gets easily tired. My love language is quality time. Extremely Capricorn. POBRE pero LUMALABAN!,ERROR,2009-07-18 07:45:29+00:00,577,175,,"A weak peso or a strong dollar? Well, one thing is for sure that it will make our energy bills higher. 😓 #inflation",,,2022-10-07 20:40:30+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-547,REJECT,,https://twitter.com/BowTiedDuck/status/1578412729353883648,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@BowTiedDuck,BowTiedDuck,🐥,ERROR,2021-04-20 19:49:32+00:00,60,7760,,"Strong dollar . 

Weak euro, yen, lira, pounds, Argentinian peso and Colombian peso. 

Great time to do abroad traveling",,,2022-10-07 15:51:34+00:00,,,22,4,2,0,Unidentified,ERROR,,,No Quoted,,
45-548,REJECT,,https://twitter.com/AlexRamiroV/status/1576922534431182850,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@AlexRamiroV,Alexander Villegas,"@Reuters senior correspondent in Chile 📧: alexander.villegas@tr.com

Former farmer and freelancer w/words and pics at @nytimes @washingtonpost and more.",ERROR,2015-09-30 20:57:11+00:00,2285,999,,"Chile’s peso has been having a rough go. 

While the central bank’s $25 billion intervention helped stabilize the currency, it’s still battling a strong dollar, weak copper prices and a tough international panorama.  

With @NatRamosMir 

https://t.co/QN5GWgjQfm",,,2022-10-03 13:10:04+00:00,,,2,0,1,0,Unidentified,ERROR,,,No Quoted,,
45-549,REJECT,,https://twitter.com/justjhayson/status/1601066270895767552,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@justjhayson,Jhay Winchester,Songwriter • Man of Letters,ERROR,2016-05-18 04:13:40+00:00,270,260,,"Pinklawans mocked Sandro Marcos for his statement regarding the Peso-Dollar exchange rate (his statement made sense anyway, they just can't comprehend it) but silent when it comes to Leni's ""Di sinasabing walang dayaan, sinasabi lang ay walang nakita"". 😂",,,2022-12-09 04:08:40+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-550,ACCEPT,4/19/2023 20:39:07,https://twitter.com/swuphinmaquill/status/1586345504551489537,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, dollar, sandro",@swuphinmaquill,The Quill,"The Official Student Publication of Southwestern University PHINMA.
Est. 1948",Media,2018-08-23 00:03:38+00:00,9,106,"Cebu City, Central Visayas","PH PESO BEHIND THE EIGHT BALL

Sandro Marcos’ recent infamous statement about the peso versus dollar performance has been the media's subject of mockery. Though he had points, he conveyed a misleading picture of the country's dilemma.

Read more: https://t.co/dDTN4NItF9 https://t.co/LNr38KAEoR",,"Text,Image,URL",2022-10-29 13:13:35+00:00,, Rational,5,0,1,0,Unidentified,FACT,,,No Quoted,,
45-551,REJECT,,https://twitter.com/bgmn_jiroh/status/1586182037198630912,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@bgmn_jiroh,~,rishy,ERROR,2021-06-10 06:15:56+00:00,149,40,,"it's not the peso, it's the dollar 
-Sandro Marcos na mukang tite",,,2022-10-29 02:24:02+00:00,,,1,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-552,REJECT,,https://twitter.com/SecSic77/status/1581478071643025408,124,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@SecSic77,See Man,Kapamilya❤💚💙 Kakampink 🎀🎀,ERROR,2016-11-20 13:54:43+00:00,128,26,,"Ahay ang relative nmon nga ofw sa SG one of apolo10 man.
Ngcomment ko sa shared post ya sa fb about sa  explaination sg isa ka tiktok user re sandro peso vs. dollar.
Nagreply pa gid sa comment ko sang isa pa ka tiktok vid. Jusko about optimism daw ang statement ni Sandro. MANGO!",,,2022-10-16 02:52:09+00:00,,,1,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-553,ACCEPT,4/19/2023 20:40:35,https://twitter.com/JulieryKP/status/1581430631963430912,124,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, dollar, sandro",@JulieryKP,Juju \⁷ 🍒🐶🐰,"SVT BeTS MNL VIP -BeTS BLCN
Multi: BtoBBTSVTGOT7 💙💜💎💚
Pls DM my BNS: @Cookyah06

🇵🇭🇪🇸🇺🇸
Animal Welfare Advocate
Open for donations, link in bio",Anonymous,2014-01-10 17:42:16+00:00,326,213,"Castile, España","It's funny how ppl do hate Sandro bcos he explained why the peso is weak against the US dollar. Kung trader ka at matalino ka maka Leni ka man or BBM, you'll get his point. Simple microeconomics and macroeconomics lang, magegets mo yung explanation ni Sandro.",,Text,2022-10-15 23:43:38+00:00,, Rational,1,1,0,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-554,REJECT,,https://twitter.com/Politiko_Ph/status/1581252711470989312,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Politiko_Ph,Politiko,Banned by Rappler. News they don’t want you to read.,ERROR,2014-05-02 09:44:25+00:00,183,14398,,"No less than one of the House of Representatives’ prominent economists, Albay Rep. Joey Salceda, believes Ilocos Norte Rep. Sandro Marcos accurately attributed the peso’s weakness to the United States dollar’s strength.
#PolitikoNews
https://t.co/CzIBFVYjUE",,,2022-10-15 11:56:39+00:00,,,1,0,1,0,Unidentified,ERROR,,,No Quoted,,
45-555,REJECT,,https://twitter.com/chrissoberyl/status/1581219903994204162,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@chrissoberyl,j. d.,Coffee slut ☕,ERROR,2011-12-16 06:08:33+00:00,473,140,,"""Sabi nga ni Sandro Marcos, 'it's not the Peso. It's the Dollar.'""

gAGOOOOOOOOO",,,2022-10-15 09:46:17+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/JCSibayan23/status/1580884831809912832,,
45-556,HELP,,https://twitter.com/IT_IS_ME3656/status/1581166741987553280,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@IT_IS_ME3656,ALAMANO IS NOT MY PRESIDENT.,,ERROR,2022-01-22 03:05:51+00:00,1957,3371,,TAMA BA SI SANDRO MARCOS NA MAHINA ANG PESO DAHIL MALAKAS ANG DOLLAR? https://t.co/bBNqFIxg5C via @YouTube,,,2022-10-15 06:15:02+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-557,ACCEPT,4/19/2023 20:43:17,https://twitter.com/MyPhBoysLove/status/1581131752348622848,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, dollar, sandro",@MyPhBoysLove,PPopRice | MyPh🇵🇭BL,simping 🤎¤💙¤💙💚¤❤️💚,Anonymous,2020-09-16 14:55:42+00:00,706,1949,,"regarding sandro's statement that ""the peso is not weak, the dollar is strong.""

at it's surface, it may appear a tautology, but there is some level of truth to it. +

https://t.co/mIEqNZqx26",,"Text,URL",2022-10-15 03:56:00+00:00,, Rational,1,1,0,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-558,ACCEPT,4/19/2023 20:44:00,https://twitter.com/macchiah0e/status/1580830251323518977,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, dollar, sandro",@macchiah0e,alyssa 🪴,444 | it’s hot in here | mija 🍂,Anonymous,2015-12-10 09:30:45+00:00,24,24,somewhere training til failure,"tbf tama naman talaga ‘yung statement ni sandro re: dollar and peso relationship. ang mali lang, walang action plan. nugagawen namin sa explanation mo",,Text,2022-10-14 07:57:56+00:00,, Rational Emotional,2,1,0,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-559,HELP,,https://twitter.com/bilyonaryo_ph/status/1580780434522505218,125,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@bilyonaryo_ph,Bilyonaryo,We are an online magazine devoted to gathering all the latest news about rich billionaires and famous people!,ERROR,2015-11-24 02:33:34+00:00,188,20554,,"Presidential son and Ilocos Norte Rep. Sandro Marcos (@sandromarcos7) was only “partially correct” when he attributed the peso’s weakness to a strong US dollar, former socioeconomic planning secretary Winnie Monsod said. #BilyonaryoSocial
https://t.co/gkYiiCO4mo",,,2022-10-14 04:39:59+00:00,,,0,0,1,1,Unidentified,ERROR,,,No Quoted,,
45-560,REJECT,,https://twitter.com/aerivaaa/status/1580768634112122880,125,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@aerivaaa,A.,"may you attract someone who speaks your language, so you don't have to spend a lifetime translating your soul

• memang web designer",ERROR,2017-05-19 10:31:44+00:00,200,261,,kaka f2f lang may activity agad hahaha ang funny pa ginawa akong representative ng group ayorn nabunot ko weak peso vs us dollar hahahahaha taena tawang tawa ako kasi sabi ko Sandro Marcos HAHAHAHAHAHAHA buti nalang bright yung pogi kong kagroup🥹🥹,,,2022-10-14 03:53:06+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-561,REJECT,,https://twitter.com/AmiTSSur/status/1580737307656609792,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@AmiTSSur,Ami,,ERROR,2021-08-10 12:23:41+00:00,53,2,,"Mali yung backdrop dapat F1 Racing!!! 

Sandro Marcos says peso is weak not because it’s weak: Dollar is just strong now https://t.co/zd6A5Bnzs5",,,2022-10-14 01:48:37+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-562,HELP,,https://twitter.com/ttalgitaegix/status/1580722412970446849,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@ttalgitaegix,m⁷ 🪷,"27

if you feel like you're going to crash then accelerate more

Manifesto in Manila 020423",ERROR,2016-11-11 15:54:42+00:00,1385,880,,yun talagaaaa like palusot kasi yung sinasabi ni Sandro na kaya mahina ang peso ay dahil strong ang dollar. Ang tunay na mahina ay yung gobyerno kasi wala siyang ginagawa para mapigilan ang patuloy na pagbaba ng peso 🙌,,,2022-10-14 00:49:26+00:00,,,1,0,0,0,Unidentified,ERROR,,,https://twitter.com/MWinnieMonsod/status/1580448856898437122,,
45-563,REJECT,,https://twitter.com/SecSic77/status/1580613680223293441,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@SecSic77,See Man,Kapamilya❤💚💙 Kakampink 🎀🎀,ERROR,2016-11-20 13:54:43+00:00,128,26,,"Chaka sang mga ofw kanamon...mga apolo10.
Gusto ko magpululi sila tanan kag namnamin ang ginhawa sang asta sbung ginapakigbato nila.

Macomment pa nga knu nga mga bright ang nagreact sa statement ni Sandro re peso vs. dollar.
Ang butang ya MANGO lang gid kamo ya!!! P*ta!!!",,,2022-10-13 17:37:22+00:00,,,1,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-564,ACCEPT,4/19/2023 20:45:42,https://twitter.com/cnnphilippines/status/1580594328929304578,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, dollar, sandro",@cnnphilippines,CNN Philippines,News you can trust. @cnnphlife @sportsdeskph,Media,2014-09-15 16:27:24+00:00,383,1867190,Unidentified,"Former National Economic and Development Authority chief Winnie Monsod explains that while Rep. Sandro Marcos is ""partially right"" to say that the peso is weak due to the dollar's strength, trade deficits and slow exports are other key factors as well. https://t.co/ne0hx1n02a",,"Text,URL",2022-10-13 16:20:28+00:00,, Rational,12,1,2,0,Unidentified,FACT,,,No Quoted,,
45-565,ACCEPT,3/31/2023 1:14:58,https://twitter.com/verafiles/status/1580535966426505217,45,"Narte, Jeric",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, dollar, sandro",@verafiles,VERA Files,VERA Files is published by veteran Filipino journalists taking a deeper look into current Philippine issues. Vera is Latin for “true.”,Media,2009-03-21 17:04:45+00:00,489,33611,Unidentified,FACT CHECK: Sandro Marcos inaccurately attributes weakening of peso solely to strong dollar https://t.co/EacfBDauC5 https://t.co/LRhkJPcqg7,,"Text,Image,URL",2022-10-13 12:28:33+00:00,, Rational,19,3,5,0,Unidentified,FACT,,,No Quoted,,
45-566,HELP,,https://twitter.com/jillianpazzz/status/1580523235937898496,126,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@jillianpazzz,jillian,🇵🇭,ERROR,2020-08-31 03:30:39+00:00,20,22,,"Sandro has a point regarding that peso-dollar issue but since Marcos man siya, mao inyo i bash. End of convo.",,,2022-10-13 11:37:58+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-567,HELP,,https://twitter.com/philstarlife/status/1580501096568692737,126,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@philstarlife,PhilSTAR L!fe,"Everything you love, want, need.",ERROR,2016-06-02 01:14:41+00:00,108,8045,,"In a now-viral clip, Sandro Marcos claimed that the Philippine Peso is not “weak” amid soaring inflation rates. 

However, as the Philippine peso closed at P59 against the US dollar on Oct. 13, how does this affect our economy? https://t.co/K9pbCUwP2Q",,,2022-10-13 10:10:00+00:00,,,0,0,0,1,Unidentified,ERROR,,,No Quoted,,
45-568,HELP,,https://twitter.com/psetoday/status/1580501033108660225,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@psetoday,PSE Today,PSE Today! - Philippine Stock Exchange News Feed #PSETODAY,ERROR,2017-03-13 02:19:56+00:00,1,1268,,"$PSEI - In a now-viral clip, Sandro Marcos claimed that the Philippine Peso is not “weak” amid soaring inflation rates.   
  
However, as the Philippine peso closed at P59 against the US dollar on Oct. 13, how does this affect our economy? | via @philstarlife philstarlif…",,,2022-10-13 10:09:45+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-569,HELP,,https://twitter.com/PhilippineStar/status/1580496063172997121,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@PhilippineStar,The Philippine Star,"The official Twitter account of The Philippine STAR, flagship title of the country's most successful print media enterprise.",ERROR,2012-01-23 16:37:30+00:00,867,1467893,,"In a now-viral clip, Sandro Marcos claimed that the Philippine Peso is not “weak” amid soaring inflation rates. 

However, as the Philippine peso closed at P59 against the US dollar on Oct. 13, how does this affect our economy? | via @philstarlife https://t.co/UMiwff3rJ6",,,2022-10-13 09:50:00+00:00,,,4,1,2,0,Unidentified,ERROR,,,No Quoted,,
45-570,REJECT,,https://twitter.com/tatsmyheart_/status/1580487127997247489,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@tatsmyheart_,tatyana #SahodItaas,studying journalism: news and data | master procrastinator,ERROR,2022-04-27 21:30:21+00:00,154,21,,jusko ayan na naman yung mama ko na nanonood ng marcos propaganda na nag-eexplain ng peso vs dollar statement ni sandro 🙄🙄🙄,,,2022-10-13 09:14:30+00:00,,,0,1,0,0,Unidentified,ERROR,,,No Quoted,,
45-571,HELP,,https://twitter.com/nowyouknowph/status/1580483584984756224,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@nowyouknowph,Now You Know,"Now You Know (NYK) is a civic media platform which aims to provide relevant information for the Filipino people.
Story leads & advisories: info@nowyouknowph.com",ERROR,2018-11-03 09:20:48+00:00,153,3852,,"IBON Executive Director Sonny Africa points out that the Philippine peso is not just falling against the US dollar but also against other ASEAN currencies, disputing Rep. Sandro Marcos' claim that ""the peso is not weak.""

Full thread: https://t.co/ov5g1RsXaz

#NowYouKnow
#NYK https://t.co/fbH4mLdXKz",,,2022-10-13 09:00:25+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/sonnyafrica/status/1580001564936183808,,
45-572,REJECT,,https://twitter.com/Zackapulco06/status/1580474019257556992,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Zackapulco06,ZackAcapulco,"real talk lang 🤪
biker and curious 😁
chossy but goodlooking 🤔
anti-pulangaw 🦟",ERROR,2014-08-24 09:03:15+00:00,100,710,,Parang naging sandro marcos si mayor @VicoSotto . Peso vs Dollar ..... ibang Bansa vs Pinas.. hahahhah #pasig,,,2022-10-13 08:22:24+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/inquirerdotnet/status/1580424474758823936,,
45-573,REJECT,,https://twitter.com/themonent0/status/1580464555653705730,127,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@themonent0,@YourOverDose☕️🇵🇭,SAGDI RA.. 👊🏾✌🏽🍔,ERROR,2020-05-29 00:16:13+00:00,837,646,,Sandro Marcos × Peso × Dollar | China × Blacklist × POGO https://t.co/f1tgR9uN5A via @YouTube https://t.co/Oaq1FCSsDU,,,2022-10-13 07:44:48+00:00,,,1,0,1,0,Unidentified,ERROR,,,No Quoted,,
45-574,ACCEPT,3/31/2023 0:45:30,https://twitter.com/MWinnieMonsod/status/1580448856898437122,127,"Narte, Jeric",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, dollar, sandro",@MWinnieMonsod,Solita C Monsod,"Professor, writer, TV host.",Identified,2022-06-22 06:09:52+00:00,22,23880,Unidentified,"If Sandro Marcos meant that the peso depreciation was WHOLLY because of the dollar appreciation, he is only partially correct. He is wrong because he attributes the weakness of the peso to something we cannot control, i.e., the monetary policy of the US. BUT we CAN CONTROL our...",,Text,2022-10-13 06:42:25+00:00,, Rational,16639,138,3012,263,Unidentified,FACT,,,No Quoted,,
45-575,REJECT,,https://twitter.com/iMbusyble/status/1580440896645959682,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@iMbusyble,BusyAko,Coffee & Tea | Homebody | Pro-Pilipinas 🇵🇭,ERROR,2022-02-05 07:04:25+00:00,198,238,,Good thing about Sandro's peso-dollar spiel -- people have forgotten the 'hostage me' drama and quickly turned economists.,,,2022-10-13 06:10:47+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
